Msg,Label
 So will the stock market be red or green tomorrow?,ham
"Dear Amazon urgently recruiting for part-time jobs, you can earn 1000-3000Rs every day ,Click here to get yours: wa.me/918858599810 LFPL",spam
"Nurses who wish to take up studies in Canada, INSCOL offers you the best programs in Canadian public colleges. Call 0484-4390999",spam
Stay Home!Stay Safe!Recharge from home with Phonepe for minimum Rs 149 and get reward vouchers upto Rs500. Click https://phon.pe/vikr,spam
 Thank u all??,ham
" The reason why we didn't sell stocks today is that the market did not form a rapid upward trend as we expected, and panic still exists. More retail investors choose to withdraw at a loss.",ham
 Awesome,ham
 The CPI data being close to expectations is just an example of selling the news.,ham
 Hi team will be joining 15 min late,ham
 Chennai,ham
 I will be join little bit late,ham
 Hi team I successfully screwed up my sim so I need to get a new one tomorrow still it might take 24 hours to activate the nth mean time I am reachable on ,ham
" Hi team, I might join 30 min late.",ham
Do not click on suspicious link or download App which promises fake part /full time jobs.,spam
 Hi team I'll be joining late today by 10,ham
 Sure,ham
 Restarting my laptop,ham
 Ack,ham
 Ok,ham
 Guys please join handover call,ham
" Hopefully, I can Power should be back before that",ham
 This gives a good understanding of the concepts,ham
" It's an unplanned power cut due to heavy rain, thundering, lighting and wind",ham
 Good evening The US insists on waiting until the labor market is completely weakened before it's no longer considered strong,ham
"Hello! Get up to 10% cashback on recharge through CRED pay using credit card, simply click https://bit.ly/myvi-app and enjoy the offer.",spam
 Hi team,ham
 The labor market's situation is not much better than inflation,ham
"Enjoy FREE 500 First Citizen Bonus reward points with Shoppers Stop by filling in your details here shsp.in/F01-9946769699
T&C bit.ly/SS_Dtl",spam
You're just 1 step away from FREE router! Get Airtel Xstream Fiber & enjoy up to 1 Gbps speeds on all your devices! Plans starting at just Rs 499! i.airtel.in/Exclusiveoffer,spam
 Sorry wrong window,ham
 Okay,ham
 He didn't join?,ham
 ðTrading records on August 13,ham
 ?image omitted,ham
"Last chance to save Rs 600 on annual recharge! Recharge now with Rs. 2999 before pack prices go up. Enjoy UL Calls, 2GB/day & 100 SMS/day for 365 days. Hurry now ! i.airtel.in/RCH4G",spam
" Recently, the bank stocks have been quite weak and haven't shown any signs of improvement",ham
 The situation in the Middle East always influences the fluctuations in oil prices,ham
 Hi Team ,ham
 ?This message was deleted.,ham
 The market closed flat all day today,ham
"Buy 1, Get 1 FREE at UNLIMITED Fashion Stores.
TnC",spam
 May be mail server down?,ham
 Not working in the sense ?,ham
"2/2 Roaming calls, 1.5GB/day data and 100 SMS. Pack valid for 84 days. Claim UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App. Also get 1 Xstream channel on Airtel Xstream App for 84 days. To claim, click open.airtelxstream.in/Xstream_Mobile",spam
 I have always followed the teachings of Professor Anand. Our team just needs to be united and believe that we can overcome everything in the marketâââ,ham
 Sure KK,ham
 Joined,ham
" The S&P 500 Index closed higher on Wednesday, marking its fifth consecutive day of gains, as the latest U.S. inflation data reassured investors betting on a Federal Reserve rate cut next month.",ham
 NIFTY has also broken through. Next week should have a good market outlook. Thank you to the professor for the,ham
" You are right, we lack understanding of the market",ham
 It looks simple but it is actually difficult to do,ham
 Remately,ham
" Have a great weekend everyone, please enjoy your holiday and see you on Sunday night â¨ï¸",ham
"Weekend deals @SMART POINT store! B1G1 Britannia Cheese Slice Plain 480g,Save Rs 100 on Surf Excel Easy Wash Detergent Powder 4Kg,Click  bit.ly/2TfjBxZ T&C",spam
"Lenskart Online Mega Sale: Buy1Get1 FREE + Upto 40% Off on Eye & Sunglasses! Fresh Stocks Added.TnC

Shop lskt.me/MegaSale",spam
"Alert! Your Unlimited pack is expiring on 25/11/21
Recharge with
1)299:4GB/D+UL,28D
2)449:4GB/D+UL,56D
3)699:4GB/D+UL,84D
Click bit.ly/ViRC20",spam
""" Technical analysts classify trends into several broad categories for easy identification. These are primary trends (measured in months or years), secondary or medium-term trends (measured in weeks or months), short-term trends (measured in days) and intraday trends (measured in minutes or hours)""",ham
Hello Your Unlimited pack MRP  has expired . Now recharge from home with App Click http://bit.ly/GetMVA4,spam
 ????,ham
 Purchase successful. Thank you to the professor,ham
 Hi team,ham
 market reaches 24550 level now ll so we can expect something mew popping up on this weekend to keep market range bound in aug ll technicals shows market will be in range bound for aug ll so we can consider current level as resistance for recent term,ham
 Thanks I've already sold it,ham
 Ronnie falgout,ham
 I am trying both,ham
 Mr Arvind Singh SMSPHARMA is up 2.5% right now Should it be sold?,ham
" We are holding a handover ceremony with the XAI International Securities Trading Competition. The competition is approaching, please prepare all contestants and team members.",ham
 My laptop is restarting,ham
 Happy and prosperous new year 2021 to you all and your family. ,ham
"More reasons to shop for Mens Wear & more from your favourite brands at Shoppers Stop! Upto 50% OFF + Use Code AC2K & get Rs.250 Off on Rs.2500. Shop now for your favourite T-shirts, Formal Wear & more at shsp.in or App + Get 10% cashback with Axis Bank Cards, click bit.ly/SS_ABCB for details. T&C",spam
 Sure madam this is acknowledged!,ham
 Firstly technical technical analysis is based on three main assumptions,ham
 CCIE on discounted prices,ham
"Alert!100%: of daily highspeed data is consumed Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) at Rs98, valid till current pack i.airtel.in/UnlimitedData-1",spam
Smart grahek bane aur recharge kare Vi ke Rs2595 se aur paaye 365 dino ke liye 2GB Daily Data + Unlimited calls + ZEE5 Premium. Click http://bit.ly/ViRC20 now,spam
Only on Vi-Watch latest movies without Data worries! Nonstop Data from 12am to 6am without pack deduction. Valid on UL packs starting Rs249. Click bit.ly/Vi-WDR,spam
""" If the CPI report meets expectations, it will indicate that inflation remains on a downward trend. However, the slowdown in housing costs that began in June is expected to continue. This category accounts for about one-third of the overall CPI and is a significant determinant of broader inflation trends. The Producer Price Index (PPI), released a day before the CPI, will also be closely watched, as its components affect the Federal Reserve's preferred inflation measure, the Personal Consumption Expenditures Price Index (PCE).""",ham
"FLAT 50% OFF on International Brands @ Lifestyle's Biggest Sale!

Exciting offers on top brands

Menswear - Levi's, Benetton, Pepe Jeans, Van Heusen, Jack & Jones

Footwear - Skechers, Puma, US POLO, Adidas

Watches & Perfumes - Titan, Fossil, Boss, Tommy Hilfiger

& more. T&C.

Shop Now - bit.ly/4eyeOjQ",spam
 The market is starting to move in the direction you predicted.,ham
" Yes, I understand. When I get the courseware, I will definitely read it carefully, because my awareness of stock market investment is really weak ð¥",ham
" If you are worried about missing out on important buy and sell instructions, please add my assistant Rama's WhatsApp and she will notify you of important buy and sell opportunities via private messagesð",ham
" Through continuous learning and growth, I will definitely apply the knowledge I gained today to my future investments",ham
 It's like Aruba sdwan os??,ham
"Missing out on uninterrupted music & trendiest songs? Grab Wynk Premium at just Rs49 and enjoy unlimited ad-free music, song downloads & hellotunes. Upgrade Now. Click here open.wynk.in/Getnow8",spam
 Ram ?? is in weekend mood,ham
You deserve superfast unlimited?5G!?Upgrade to a?5G?handset & be eligible on recharging with Rs. 239 or above. Click i.airtel.in/5GAWUL,spam
" Trying to join , facing issues",ham
 Iâll continue to hold not selling,ham
 Team pls reply to my mail,ham
" Friends who want to know more about the competition and my personal resume can leave a message with my assistant Rama and confirm. Next, I will share new investment tips, please start reading hereð»",ham
LaLiga is here! Watch LIVE football matches on Vi Movies & TV app! Kickstart your weekend with pure football magic! Click bit.ly/Vi-moviess1,spam
"Dont miss the India Vs Pakistan T20 match this Sunday. Watch it LIVE on Disney+ Hotstar, with your Vi prepaid! Recharge with 501 & get 1year Disney+ Hotstar mobile subscription + 3GB/day + Extra 16GB + Unlimited calls, 28 days. Click bit.ly/ViHotstar1",spam
"Biggest Diwali Offers@
VISHAL MEGA MART

Fresh Soan Papdi-60% OFF
Rs 68 for 450g
ONLY TODAY!
+
FREE GIFT-VIP Trolley, Duffle Bag

TnC",spam
" Yes, and ticket got resolved.",ham
 I am not facing any issue,ham
UIDAI recommends updating Proof of Identity & Address documents in your Aadhaar (free at myaadhaar.uidai.gov.in or @ Rs 50/- at any Aadhaar Centre) -UIDAI,spam
 ððYes The Indian stock market has experienced a bull market for more than ten years If more people participate I believe there won't be so many poor people in India in the future.,ham
" Hi team , today I won't be able to join because of the cyclonic weather.",ham
 Will be completing it by EOD,ham
 Sure,ham
No more data run out worries! More Data for you with Airtel's Data top up packs starting @Rs.19. Click to avail now i.airtel.in/dtpck2,spam
 Good evening sir I've come to check in,ham
NEW! Airtel Xstream Fiber's Superfast Wi-Fi is now available near you. Get FREE router & installation. Plans starting Rs499. Get now https://i.airtel.in/Freeinstallation,spam
 Good morning check inð,ham
 In mobile,ham
 Having running nose and throat pain,ham
"Bigg Boss is Back! Watch anytime, anywhere on Vi Movies&TV App at NO EXTRA COST on Unlimited 249 or more Daily Data recharges! Click to download bit.ly/ViTVBB",spam
 Because we can't even see the outlook option on office 365 via web,ham
"We know you'll love this offer!
Up To 80% + Extra 20% Off on beauty & personal care
Only @ Beauty Blowout Sale | Code: BEAUTYFIRST15
http://smsd.in/bsWOBLkRn",spam
 In hpsm,ham
Unlimited 5G data + 17 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/prepaid58,spam
"Dear Customer,
Rs.500 to 10 lucky winners & Rs.50 to 1,000 Early Birds as STAR Clubcard points!

To share your feedback, click https://bit.ly/3yvjBQB
T&C",spam
"Dear Customer, avail the most rewarding Savings Account with YES BANK & also get offers on lockers, demat and loans. Know more:  http://yesbnk.in/y8Itm5",spam
"Enjoy 1.5GB/day data, unlimited Local, STD & Roaming calls on any network and 100 SMS/day. Pack valid for 28 days. Claim UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App.",spam
 Will join later by 2,ham
" Hi RamPrakesh, welcome in SDWAN Bau team group",ham
 The Securities and Exchange Board of India (Sebi) on Wednesday informed the Delhi High Court that the National Stock Exchange (NSE) has not submitted a fresh request for a no-objection certificate (NOC) for its listing. ,ham
 Is it an index composed of a group of large-cap stocks,ham
EVERYTHING under Rs.599! A style binge on a budget with FREE SHIPPING*. Shop your faves at the AJIOMANIA sale today! HURRY https://bit.ly/3ywrVwt,spam
 It will take some time,ham
Don't miss out on unlimited entertainment with unlimited Wi-Fi! Get up to 1 Gbps speeds & 15+ OTTs with Airtel Xstream Fiber. Plans starting at just Rs 699! Book today & get a FREE router. i.airtel.in/Exclusiveoffer,spam
Hi! Please save the Internet settings sent to you and enjoy Vi High Speed GIGAnet. Your code is 1234. Click bit.ly/ViApp21 for Data offers,spam
" MDC is HUB, no need to engage Dxc through HPSM",ham
"Buy 1, Get 1 FREE at UNLIMITED Fashion Stores.
Get extra 10% Cashback with HDFC cards
Watch collection bit.ly/3in3oVe
TnC",spam
 Hi,ham
Congratulations!Rs40 CASHBACK coupon credited to your Vi App bit.ly/ViRchg9 .Login with mob no. to claim. Available for 60 days on UL Daily Data packs of Rs399+,spam
